"","x"
"kraken_7488 Halomonadaceae.g Candidatus Carsonella",3
"kraken_7492 Litorivicinaceae.g Litorivicinus",3
"kraken_7505 Pasteurellaceae.g Rodentibacter",2
"kraken_7508 Pasteurellaceae.g Otariodibacter",3
"kraken_7509 Ectothiorhodospiraceae.g Ectothiorhodospira",4
"kraken_7516 Cellvibrionaceae.g Marinimicrobium",2
"kraken_7517 Cellvibrionaceae.g Agarilytica",2
"kraken_7518 Ignatzschineriaceae.g Ignatzschineria",3
"kraken_7531 Gallionellaceae.g Ferrigenium",2
"kraken_7540 Devosiaceae.g Pelagibacterium",4
"kraken_7546 Sphingomonadaceae.g Parasphingorhabdus",2
"kraken_7551 Roseobacteraceae.g Falsihalocynthiibacter",3
"kraken_7553 Acetobacteraceae.g Acidiphilium",2
"kraken_7558 Anaplasmataceae.g Candidatus Neoehrlichia",3
"kraken_7559 Emcibacteraceae.g Paremcibacter",2
"kraken_7581 Alicyclobacillaceae.g Effusibacillus",3
"kraken_7588 Lactobacillaceae.g Schleiferilactobacillus",3
"kraken_7593 Peptococcaceae.g Desulfofarcimen",2
"kraken_7594 Syntrophomonadaceae.g Candidatus Contubernalis",3
"kraken_7596 Desulfotomaculaceae.g Desulfotomaculum",3
"kraken_7598 Halanaerobiaceae.g Iocasia",2
"kraken_7606 Chamaesiphonaceae.g Chamaesiphon",3
"kraken_7607 Trichocoleusaceae.g Trichothermofontia",3
"kraken_7611 Aphanothecaceae.g Rippkaea",3
"kraken_7614 Oscillatoriaceae.g Oscillatoria",2
"kraken_7615 Oscillatoriaceae.g Phormidium",3
"kraken_7616 Coleofasciculaceae.g Allocoleopsis",3
"kraken_7627 Phototrophicaceae.g Dehalogenimonas",3
"kraken_7628 Anaerolineaceae.g Dehalogenimonas",3
"kraken_7634 Flavobacteriaceae.g Sinomicrobium",5
"kraken_7635 Flavobacteriaceae.g Pukyongia",5
"kraken_7639 Spirosomaceae.g Marinilongibacter",5
"kraken_7640 Barnesiellaceae.g Coprobacter",2
"kraken_7656 Geobacteraceae.g Trichlorobacter",2
"kraken_7661 Borreliaceae.g Borreliella",2
"kraken_7665 Spirochaetaceae.g Salinispira",3
"kraken_7671 Thermotogaceae.g Pseudothermotoga",3
"kraken_7675 Natrialbaceae.g Saliphagus",3
"kraken_7679 Methanopyraceae.g Methanopyrus",3
"kraken_7682 Archaeoglobaceae.g Ferroglobus",3
"kraken_7684 Desulfurococcaceae.g Thermosphaera",3
"kraken_7685 Pyrodictiaceae.g Pyrodictium",3
"kraken_7686 Fervidicoccaceae.g Fervidicoccus",3
"kraken_7694 Demerecviridae.g Muminvirus",3
"kraken_7699 Autographiviridae.g Caroctavirus",3
"kraken_7701 Kyanoviridae.g Leucotheavirus",3
"kraken_7702 Vilmaviridae.g Bongovirus",3
"kraken_7703 .g Zetavirus",3
"kraken_7704 .g Chakrabartyvirus",3
"kraken_7705 Mimiviridae.g Klosneuvirus",3
"kraken_7706 Mimiviridae.g Coccolithovirus",3
"kraken_7708 Phycodnaviridae.g Prymnesiovirus",3
"kraken_7719 Prevotellaceae.g Hoylesella",2
"kraken_7730 Flavobacteriaceae.g Aggregatimonas",5
"kraken_7739 Hymenobacteraceae.g Rufibacter",5
"kraken_7742 Cyclobacteriaceae.g Mongoliitalea",5
"kraken_7760 Enterobacteriaceae.g Raoultella",4
"kraken_7770 Enterobacteriaceae.g Candidatus Hamiltonella",2
"kraken_7771 Enterobacteriaceae.g Candidatus Tachikawaea",3
"kraken_7772 Enterobacteriaceae.g Candidatus Doolittlea",3
"kraken_7773 Enterobacteriaceae.g Candidatus Hoaglandella",3
"kraken_7776 Enterobacteriaceae.g Candidatus Profftia",2
"kraken_7785 Yersiniaceae.g Candidatus Fukatsuia",2
"kraken_7794 Pectobacteriaceae.g Lonsdalea",2
"kraken_7800 Xanthomonadaceae.g Xylella",4
"kraken_7810 Oleiphilaceae.g Oleiphilus",3
"kraken_7823 Alteromonadaceae.g Agarivorans",2
"kraken_7832 Colwelliaceae.g Thalassomonas",4
"kraken_7850 Vibrionaceae.g Thaumasiovibrio",3
"kraken_7858 Chromatiaceae.g Candidatus Nitrosacidococcus",2
"kraken_7860 Cellvibrionaceae.g Gilvimarinus",3
"kraken_7861 Halieaceae.g Candidatus Paraluminiphilus",3
"kraken_7869 Legionellaceae.g Fluoribacter",3
"kraken_7876 Methylococcaceae.g Methylotuvimicrobium",2
"kraken_7877 Coxiellaceae.g Pseudohongiella",2
"kraken_7878 Celerinatantimonadaceae.g Candidatus Azoamicus",3
"kraken_7894 Sutterellaceae.g Turicimonas",3
"kraken_7903 Ferrovaceae.g Ferrovum",2
"kraken_7925 Methylocystaceae.g Methylocystis",6
"kraken_7936 Sphingomonadaceae.g Parasphingopyxis",4
"kraken_7943 Roseobacteraceae.g Lentibacter",3
"kraken_7944 Roseobacteraceae.g Antarctobacter",2
"kraken_7945 Acetobacteraceae.g Swingsia",3
"kraken_7946 Rhodospirillaceae.g Pararhodospirillum",2
"kraken_7953 Rickettsiaceae.g Candidatus Sneabacter",3
"kraken_7954 Rickettsiaceae.g Candidatus Phycorickettsia",3
"kraken_7961 Sneathiellaceae.g Sneathiella",2
"kraken_8013 Lactobacillaceae.g Loigolactobacillus",2
"kraken_8028 Bacillaceae.g Terribacillus",2
"kraken_8041 Planococcaceae.g Gemella",3
"kraken_8044 Thermoactinomycetaceae.g Polycladomyces",3
"kraken_8047 Alicyclobacillaceae.g Kyrpidia",3
"kraken_8055 Clostridiaceae.g Serpentinicella",2
"kraken_8057 Cellulosilyticaceae.g Cellulosilyticum",2
"kraken_8058 Thermincolaceae.g Thermincola",3
"kraken_8060 Thermoanaerobacteraceae.g Aceticella",3
"kraken_8063 Thermodesulfobiaceae.g Thermodesulfobium",2
"kraken_8064 Halothermotrichaceae.g Halothermothrix",3
"kraken_8065 Halobacteroidaceae.g Acetohalobium",3
"kraken_8067 Gottschalkiaceae.g Gottschalkia",2
"kraken_8087 Spiroplasmataceae.g Spiroplasma",5
"kraken_8097 Acholeplasmataceae.g Candidatus Phytoplasma",2
"kraken_8098 Metamycoplasmataceae.g Metamycoplasma",2
"kraken_8111 Synechococcaceae.g Dactylococcopsis",3
"kraken_8115 Nostocaceae.g Cylindrospermum",3
"kraken_8116 Scytonemataceae.g Brasilonema",3
"kraken_8117 Tolypothrichaceae.g Tolypothrix",2
"kraken_8120 Gomontiellaceae.g Koinonema",3
"kraken_8122 Leptolyngbyaceae.g Leptolyngbya",4
"kraken_8126 Thermostichaceae.g Thermostichus",3
"kraken_8128 Gloeomargaritaceae.g Gloeomargarita",2
"kraken_8131 Phototrophicaceae.g Phototrophicus",3
"kraken_8136 Leptotrichiaceae.g Leptotrichia",5
"kraken_8140 Leptotrichiaceae.g Streptobacillus",2
"kraken_8141 Pirellulaceae.g Aureliella",2
"kraken_8142 Thermoguttaceae.g Thermogutta",3
"kraken_8147 Methylacidiphilaceae.g Methylacidimicrobium",3
"kraken_8152 Chlamydiaceae.g Chlamydiifrater",3
"kraken_8153 Waddliaceae.g Waddlia",3
"kraken_8171 Arcobacteraceae.g Malaciobacter",5
"kraken_8183 Hydrogenimonadaceae.g Hydrogenimonas",3
"kraken_8184 Nitratiruptoraceae.g Nitratiruptor",3
"kraken_8189 Desulfovibrionaceae.g Paradesulfovibrio (ex Waite et al. 2020)",3
"kraken_8190 Desulfohalobiaceae.g Desulfohalobium",3
"kraken_8192 Desulfobulbaceae.g Desulfurivibrio",3
"kraken_8193 Desulfocapsaceae.g Desulfocapsa",3
"kraken_8197 Syntrophobacteraceae.g Syntrophobacter",3
"kraken_8210 Spirochaetaceae.g Sediminispirochaeta",3
"kraken_8211 Breznakiellaceae.g Leadbettera",3
"kraken_8218 Pseudobdellovibrionaceae.g Micavibrio",3
"kraken_8219 Silvanigrellaceae.g Fluviispira",3
"kraken_8220 Silvanigrellaceae.g Silvanigrella",3
"kraken_8221 Petrotogaceae.g Petrotoga",3
"kraken_8222 Petrotogaceae.g Oceanotoga",3
"kraken_8225 Kosmotogaceae.g Kosmotoga",3
"kraken_8226 Mesoaciditogaceae.g Athalassotoga",3
"kraken_8227 Candidatus Absconditicoccaceae.g Candidatus Absconditicoccus",3
"kraken_8228 Candidatus Chazhemtobacteraceae.g Candidatus Chazhemtobacterium",3
"kraken_8229 Hydrogenothermaceae.g Sulfurihydrogenibium",2
"kraken_8231 Hydrogenothermaceae.g Thermosulfidibacter",3
"kraken_8232 Desulfurobacteriaceae.g Desulfurobacterium",3
"kraken_8233 Dethiosulfovibrionaceae.g Jonquetella",3
"kraken_8235 Calditerrivibrionaceae.g Calditerrivibrio",3
"kraken_8237 Dictyoglomaceae.g Dictyoglomus",3
"kraken_8239 Flexistipitaceae.g Flexistipes",3
"kraken_8241 Saccharomycetaceae.g Kazachstania",2
"kraken_8242 Saccharomycetaceae.g Torulaspora",2
"kraken_8243 Phaffomycetaceae.g Komagataella",3
"kraken_8244 Unikaryonidae.g Encephalitozoon",3
"kraken_8245 Parameciidae.g Paramecium",3
"kraken_8246 Thalassiosiraceae.g Bigelowiella",3
"kraken_8247 Geminigeraceae.g Guillardia",3
"kraken_8251 Haloarculaceae.g Halococcoides",2
"kraken_8252 Haloarculaceae.g Halorhabdus",2
"kraken_8258 Natronoarchaeaceae.g Salinarchaeum",2
"kraken_8261 Halorubraceae.g Halalkaliarchaeum",2
"kraken_8267 Natrialbaceae.g Natronorubrum",2
"kraken_8269 Methanosarcinaceae.g Methanococcoides",3
"kraken_8271 Methanosarcinaceae.g Methanohalobium",3
"kraken_8272 Methanomicrobiaceae.g Methanolacinia",3
"kraken_8273 Methanococcaceae.g Methanococcus",2
"kraken_8275 Methanococcaceae.g Methanothermococcus",3
"kraken_8278 Methanothermaceae.g Methanothermus",3
"kraken_8290 Sulfolobaceae.g Stygiolobus",3
"kraken_8293 Thermofilaceae.g Thermofilum",3
"kraken_8294 Candidatus Prometheoarchaeaceae.g Candidatus Prometheoarchaeum",2
"kraken_8295 Thermoplasmataceae.g Thermoplasma",3
"kraken_8296 Methanomassiliicoccaceae.g Methanomassiliicoccus",3
"kraken_8297 Candidatus Micrarchaeaceae.g Candidatus Micrarchaeum",3
"kraken_8298 Herpesviridae.g Rhadinovirus",3
"kraken_8301 Herpesviridae.g Mardivirus",3
"kraken_8303 .g Triplejayvirus",3
"kraken_8305 Herpesviridae.g Cytomegalovirus",3
"kraken_8312 Herelleviridae.g Squashvirus",3
"kraken_8318 Autographiviridae.g Pahexavirus",3
"kraken_8319 Herelleviridae.g Pahexavirus",3
"kraken_8320 .g Pahexavirus",3
"kraken_8324 Herpesviridae.g Skunavirus",3
"kraken_8327 Kyanoviridae.g Skunavirus",3
"kraken_8328 Zierdtviridae.g Skunavirus",3
"kraken_8332 Autographiviridae.g Banchanvirus",3
"kraken_8338 .g Moineauvirus",3
"kraken_8339 Zierdtviridae.g Moineauvirus",3
"kraken_8340 Kyanoviridae.g Thaumasvirus",3
"kraken_8342 Kyanoviridae.g Neptunevirus",3
"kraken_8343 Kyanoviridae.g Ahtivirus",3
"kraken_8345 Kyanoviridae.g Palaemonvirus",3
"kraken_8346 Straboviridae.g Winklervirus",3
"kraken_8347 Straboviridae.g Kagamiyamavirus",3
"kraken_8348 Straboviridae.g Kagamiyamavirus",3
"kraken_8349 Straboviridae.g Cinqassovirus",3
"kraken_8350 Straboviridae.g Lasallevirus",3
"kraken_8351 Schitoviridae.g Littlefixvirus",3
"kraken_8355 Intestiviridae.g Diorhovirus",3
"kraken_8356 Steigviridae.g Phabquatrovirus",3
"kraken_8358 Steigviridae.g Donellivirus",3
"kraken_8359 Salasmaviridae.g Claudivirus",3
"kraken_8360 Rountreeviridae.g Sashavirus",3
"kraken_8361 Straboviridae.g Thonkovirus",3
"kraken_8362 Herelleviridae.g Moonbeamvirus",3
"kraken_8365 Aggregaviridae.g Popoffvirus",3
"kraken_8367 Orlajensenviridae.g Harrisonburgvirus",3
"kraken_8369 Aggregaviridae.g Kunmingvirus",3
"kraken_8370 Rountreeviridae.g Anayavirus",3
"kraken_8371 Zobellviridae.g Wifcevirus",3
"kraken_8372 Demerecviridae.g Lessievirus",3
"kraken_8373 Kyanoviridae.g Erskinevirus",3
"kraken_8374 Mimiviridae.g Puppervirus",3
"kraken_8375 Zobellviridae.g Titanvirus",3
"kraken_8376 Zobellviridae.g Mementomorivirus",3
"kraken_8377 Peduoviridae.g Austintatiousvirus",3
"kraken_8378 Assiduviridae.g Rahariannevirus",3
"kraken_8379 Peduoviridae.g Dhillonvirus",3
"kraken_8380 Steigviridae.g Poindextervirus",3
"kraken_8381 Vilmaviridae.g Faithunavirus",3
"kraken_8383 Poxviridae.g Centapoxvirus",3
"kraken_8384 Poxviridae.g Alphaentomopoxvirus",3
"kraken_8386 Mimiviridae.g Rheavirus",3
"kraken_8387 Phycodnaviridae.g Raphidovirus",3
"kraken_8389 Pithoviridae.g Pandoravirus",3
"kraken_8390 Baculoviridae.g Alphabaculovirus",3
"kraken_8394 Nudiviridae.g Alphanudivirus",3
"kraken_8395 Nudiviridae.g Alphanudivirus",3
"kraken_8396 Papillomaviridae.g Gammapapillomavirus",3
"kraken_8397 Parvoviridae.g Pefuambidensovirus",3
"kraken_8398 Genomoviridae.g Gemykibivirus",3
"kraken_8399 Rudiviridae.g Usarudivirus",3
"kraken_8401 Picornaviridae.g Torchivirus",3
"kraken_8491 Lactobacillaceae.g Lapidilactobacillus",3
"kraken_8492 Lactobacillaceae.g Fructobacillus",3
"kraken_8495 Moorellaceae.g Thermanaeromonas",3
"kraken_8504 Aphanizomenonaceae.g Dolichospermum",2
"kraken_8523 Pseudomonadaceae.g Entomomonas",2
"kraken_8538 Enterobacteriaceae.g Candidatus Purcelliella",3
"kraken_8539 Enterobacteriaceae.g Candidatus Annandia",3
"kraken_8540 Enterobacteriaceae.g Trabulsiella",3
"kraken_8557 Halothiobacillaceae.g Thiohalobacter",3
"kraken_8566 Colwelliaceae.g Litorilituus",3
"kraken_8575 Methylococcaceae.g Methylomonas",6
"kraken_8580 Celerinatantimonadaceae.g Candidatus Pseudothioglobus",3
"kraken_8593 Brucellaceae.g Brucella",6
"kraken_8601 Acetobacteraceae.g Neoasaia",2
"kraken_8605 Anaplasmataceae.g Wolbachia",2
"kraken_8606 Magnetococcaceae.g Candidatus Puniceispirillum",3
"kraken_8618 Casimicrobiaceae.g Candidatus Nasuia",3
"kraken_8624 Lacipirellulaceae.g Bythopirellula",3
"kraken_8625 Sedimentisphaeraceae.g Sedimentisphaera",3
"kraken_8627 Tichowtungiaceae.g Candidatus Velamenicoccus",3
"kraken_8629 Desulfosudaceae.g Desulfosudis",3
"kraken_8630 Desulfobacteraceae.g Desulfobacter",3
"kraken_8632 Sulfurovaceae.g Nitratifractor",3
"kraken_8636 Desulfurobacteriaceae.g Thermovibrio",3
"kraken_8637 Elusimicrobiaceae.g Elusimicrobium",3
"kraken_8638 Nitrospinaceae.g Nitrospina",3
"kraken_8642 Cryptomonadaceae.g Cryptomonas",3
"kraken_8651 Halobacteriaceae.g Halanaeroarchaeum",2
"kraken_8652 Natronoarchaeaceae.g Natranaeroarchaeum",3
"kraken_8658 Haloferacaceae.g Halogeometricum",3
"kraken_8663 Methanomicrobiaceae.g Methanoculleus",3
"kraken_8664 Methanoregulaceae.g Methanosphaerula",3
"kraken_8666 Methanosarcinaceae.g Methanolobus",3
"kraken_8672 Methanonatronarchaeaceae.g Methanonatronarchaeum",3
"kraken_8673 Sulfolobaceae.g Sulfolobus",3
"kraken_8687 Zierdtviridae.g Foxborovirus",3
"kraken_8691 Graaviviridae.g Beejeyvirus",3
"kraken_8692 Peduoviridae.g Kratiovirus",3
"kraken_8693 Kyanoviridae.g Cymopoleiavirus",3
"kraken_8694 Kyanoviridae.g Haifavirus",3
"kraken_8696 Straboviridae.g Agmunavirus",3
"kraken_8698 Autographiviridae.g Voetvirus",3
"kraken_8703 Guelinviridae.g Luckybarnesvirus",3
"kraken_8704 Mesyanzhinovviridae.g Yoloswagvirus",3
"kraken_8705 Peduoviridae.g Yoloswagvirus",3
"kraken_8707 Mesyanzhinovviridae.g Gervaisevirus",3
"kraken_8714 Steigviridae.g Bowservirus",3
"kraken_8716 Rountreeviridae.g Kungbxnavirus",3
"kraken_8717 Assiduviridae.g Triplejayvirus",3
"kraken_8721 Herelleviridae.g Schnabeltiervirus",3
"kraken_8725 Assiduviridae.g Pikminvirus",3
"kraken_8740 Caulimoviridae.g Orthotospovirus",3
"kraken_8750 Closteroviridae.g Menthavirus",3
"kraken_8757 Flavobacteriaceae.g Dokdonia",5
"kraken_8771 Bacillaceae.g Pontibacillus",2
"kraken_8774 Lactobacillaceae.g Nicoliella",3
"kraken_8776 Lactobacillaceae.g Amylolactobacillus",3
"kraken_8781 Gomontiellaceae.g Crinalium",3
"kraken_8782 Chroococcidiopsidaceae.g Chroococcidiopsis",2
"kraken_8797 Budviciaceae.g Limnobaculum",3
"kraken_8820 Candidatus Midichloriaceae.g Candidatus Midichloria",3
"kraken_8821 Pelagibacteraceae.g Candidatus Pelagibacter",2
"kraken_8831 Sulfolobaceae.g Acidianus",2
"kraken_8834 Methanomicrobiaceae.g Methanoplanus",3
"kraken_8836 Archaeoglobaceae.g Geoglobus",3
"kraken_8837 Cuniculiplasmataceae.g Cuniculiplasma",3
"kraken_8838 Candidatus Methanomethylophilaceae.g Candidatus Methanomethylophilus",3
"kraken_8839 Herelleviridae.g Pahexavirus",3
"kraken_8847 Suoliviridae.g Helsingorvirus",3
"kraken_8850 Zobellviridae.g Plateaulakevirus",3
"kraken_8860 Demerecviridae.g Pandoravirus",3
"kraken_8871 Hymenobacteraceae.g Nibribacter",2
"kraken_8876 Methylacidiphilaceae.g Methylacidiphilum",3
"kraken_8877 Methanobacteriaceae.g Methanothermobacter",3
"kraken_8885 Parvicellaceae.g Candidatus Walczuchella",3
"kraken_8893 Enterobacteriaceae.g Candidatus Gullanella",3
"kraken_8906 Enterobacteriaceae.g Shigella",3
"kraken_8907 Enterobacteriaceae.g Candidatus Moranella",3
"kraken_8911 Pectobacteriaceae.g Brenneria",4
"kraken_8935 Paracoccaceae.g Amylibacter",3
"kraken_8936 Paracoccaceae.g Pseudohalocynthiibacter",3
"kraken_8938 Terasakiellaceae.g Terasakiella",3
"kraken_8956 Planococcaceae.g Rummeliibacillus",2
"kraken_8957 Planococcaceae.g Exiguobacterium",3
"kraken_8972 Nostocaceae.g Trichormus",3
"kraken_8989 Helicobacteraceae.g Wolinella",3
"kraken_8994 Thermodesulfobacteriaceae.g Caldimicrobium",3
"kraken_8995 Parachlamydiaceae.g Candidatus Protochlamydia",2
"kraken_8996 Parachlamydiaceae.g Neochlamydia",3
"kraken_9003 Thermococcaceae.g Pyrococcus",3
"kraken_9008 Archaeoglobaceae.g Archaeoglobus",3
"kraken_9015 Desulfurococcaceae.g Desulfurococcus",3
"kraken_9017 Desulfurococcaceae.g Staphylothermus",3
"kraken_9020 Thermofilaceae.g Infirmifilum",3
"kraken_9021 Ferroplasmaceae.g Ferroplasma",3
"kraken_9022 Nanobdellaceae.g Nanobdella",3
"kraken_9023 Candidatus Methanomethylophilaceae.g Candidatus Mancarchaeum",3
"kraken_9024 Intestiviridae.g Hacihdavirus",3
"kraken_9025 Intestiviridae.g Efquatrovirus",3
"kraken_9026 Casjensviridae.g Zhonglingvirus",3
"kraken_9030 Casjensviridae.g Ceduovirus",3
"kraken_9033 Hafunaviridae.g Carmenvirus",3
"kraken_9034 Casjensviridae.g Quhwahvirus",3
"kraken_9036 Adenoviridae.g Siadenovirus",3
"kraken_9037 .g Squashvirus",3
"kraken_9040 Autographiviridae.g Iapetusvirus",3
"kraken_9041 Herelleviridae.g Noxifervirus",3
"kraken_9042 Schitoviridae.g Yonginvirus",3
"kraken_9043 Baculoviridae.g Alphabaculovirus",3
"kraken_9045 Nudiviridae.g Deltanudivirus",3
"kraken_9046 Solemoviridae.g Sobemovirus",3
"kraken_9048 Matonaviridae.g Rubivirus",3
"kraken_9160 Enterobacteriaceae.g Candidatus Riesia",3
"kraken_9163 Erwiniaceae.g Wigglesworthia",3
"kraken_9210 Pasteurellaceae.g Basfia",3
"kraken_9211 Piscirickettsiaceae.g Cycloclasticus",3
"kraken_9271 Holosporaceae.g Candidatus Gromoviella",3
"kraken_9273 Holosporaceae.g Candidatus Nesciobacter",3
"kraken_9289 Burkholderiaceae.g Candidatus Vallotia",2
"kraken_9292 Thiobacillaceae.g Candidatus Profftella",3
"kraken_9293 Casimicrobiaceae.g Candidatus Profftella",3
"kraken_9336 Bacillaceae.g Salimicrobium",3
"kraken_9337 Bacillaceae.g Shouchella",3
"kraken_9381 Aphanizomenonaceae.g Nodularia",2
"kraken_9395 Thermosynechococcaceae.g Thermosynechococcus",3
"kraken_9408 Mycoplasmataceae.g Candidatus Hepatoplasma",3
"kraken_9411 Entomoplasmataceae.g Entomoplasma",3
"kraken_9445 Aquificaceae.g Aquifex",3
"kraken_9447 Unikaryonidae.g Encephalitozoon",3
"kraken_9456 Methanobacteriaceae.g Methanobacterium",2
"kraken_9460 Methanocaldococcaceae.g Methanotorris",3
"kraken_9461 Methanocaldococcaceae.g Methanofervidicoccus",3
"kraken_9476 Candidatus Methanoliparaceae.g Candidatus Methanoliparum",3
"kraken_9480 Sulfolobaceae.g Sulfurisphaera",3
"kraken_9481 Sulfolobaceae.g Sulfuracidifex",3
"kraken_9482 Caldisphaeraceae.g Caldisphaera",3
"kraken_9484 Thermoproteaceae.g Pyrobaculum",3
"kraken_9486 Thermoproteaceae.g Vulcanisaeta",3
"kraken_9488 Thermoproteaceae.g Caldivirga",3
"kraken_9492 Pyrodictiaceae.g Pyrolobus",3
"kraken_9496 Nitrososphaeraceae.g Nitrososphaera",3
"kraken_9497 Fervidicoccaceae.g Candidatus Korarchaeum",3
"kraken_9499 Candidatus Nanohalobiaceae.g Candidatus Nanohalobium",3
"kraken_9505 Rountreeviridae.g Andhravirus",3
"kraken_9506 Phycodnaviridae.g Prasinovirus",3
"kraken_9524 Autographiviridae.g Cheungvirus",3
"kraken_9527 Herelleviridae.g Silviavirus",3
"kraken_9528 Herelleviridae.g Sepunavirus",3
"kraken_9530 Straboviridae.g Zedzedvirus",3
"kraken_9531 Straboviridae.g Jiaodavirus",3
"kraken_9536 Intestiviridae.g Carjivirus",3
"kraken_9537 Assiduviridae.g Unaquatrovirus",3
"kraken_9538 Assiduviridae.g Sansavirus",3
"kraken_9542 Vilmaviridae.g Kagunavirus",3
"kraken_9543 Peduoviridae.g Quesadillavirus",3
"kraken_9544 Straboviridae.g Quesadillavirus",3
"kraken_9550 Orlajensenviridae.g Colossusvirus",3
"kraken_9557 Demerecviridae.g Mementomorivirus",3
"kraken_9559 Demerecviridae.g Haartmanvirus",3
"kraken_9567 Vilmaviridae.g Lessievirus",3
"kraken_9568 Drexlerviridae.g Takahashivirus",3
"kraken_9576 Peduoviridae.g Cequinquevirus",3
"kraken_9577 Peduoviridae.g Brussowvirus",3
"kraken_9578 Schitoviridae.g Presleyvirus",3
"kraken_9582 Chaseviridae.g Pharaohvirus",3
"kraken_9583 Molycolviridae.g Immutovirus",3
"kraken_9584 Herpesviridae.g Varicellovirus",3
"kraken_9588 Herpesviridae.g Lymphocryptovirus",3
"kraken_9590 Malacoherpesviridae.g Ostreavirus",3
"kraken_9591 Alloherpesviridae.g Lessievirus",3
"kraken_9593 Phycodnaviridae.g Phaeovirus",3
"kraken_9596 Poxviridae.g Parapoxvirus",3
"kraken_9597 Poxviridae.g Cervidpoxvirus",3
"kraken_9600 Poxviridae.g Deltaentomopoxvirus",3
"kraken_9619 Iflaviridae.g Iflavirus",3
"kraken_9622 Fiersviridae.g Rehihmevirus",3
"kraken_9628 Baculoviridae.g Alphabaculovirus",3
"kraken_9629 Baculoviridae.g Alphabaculovirus",3
"kraken_9630 Baculoviridae.g Betabaculovirus",3
"kraken_9631 Baculoviridae.g Betabaculovirus",3
"kraken_9633 Nudiviridae.g Gammanudivirus",3
"kraken_9635 Nudiviridae.g Alphanudivirus",3
"kraken_9637 Circoviridae.g Rhopapillomavirus",3
"kraken_9638 Papillomaviridae.g Rhopapillomavirus",3
"kraken_9640 Pleolipoviridae.g Betapleolipovirus",3
"kraken_9646 Herpesviridae.g Pandoravirus",3
"kraken_9647 Iridoviridae.g Chloriridovirus",3
"kraken_9694 Zierdtviridae.g Pamexvirus",3
"kraken_9702 Schitoviridae.g Sagamiharavirus",3
"kraken_9706 Herelleviridae.g Eneladusvirus",3
"kraken_9708 Peduoviridae.g Simpcentumvirus",3
"kraken_9710 Suoliviridae.g Wizardvirus",3
"kraken_9712 Herelleviridae.g Ryyoungvirus",3
"kraken_9722 Baculoviridae.g Alphabaculovirus",3
"kraken_9727 Polydnaviriformidae.g Bracoviriform",3
"kraken_9735 Celerinatantimonadaceae.g Candidatus Nardonella",3
"kraken_9759 Intestiviridae.g Whopevirus",3
"kraken_9760 Suoliviridae.g Besingivirus",3
"kraken_9763 Herelleviridae.g Kayvirus",3
"kraken_9768 Schitoviridae.g Gamaleyavirus",3
"kraken_9769 Guelinviridae.g Lwoffvirus",3
"kraken_9770 Chaseviridae.g Manhattanvirus",3
"kraken_9775 Herpesviridae.g Roseolovirus",3
"kraken_9779 Poxviridae.g Vespertilionpoxvirus",3
"kraken_9780 Poxviridae.g Oryzopoxvirus",3
"kraken_9781 Potyviridae.g Potyvirus",3
"kraken_9784 Virgaviridae.g Pomovirus",3
"kraken_9785 Flaviviridae.g Pestivirus",3
"kraken_9787 Hypoviridae.g Hypovirus",3
"kraken_9791 Baculoviridae.g Alphabaculovirus",3
"kraken_9792 Baculoviridae.g Alphabaculovirus",3
"kraken_9795 Baculoviridae.g Betabaculovirus",3
"kraken_9806 Neisseriaceae.g Morococcus",3
"kraken_9834 Autographiviridae.g Teseptimavirus",3
"kraken_9841 Rountreeviridae.g Loughboroughvirus",3
"kraken_9842 Peduoviridae.g Skunavirus",3
"kraken_9843 Peduoviridae.g Cronusvirus",3
"kraken_9851 Herpesviridae.g Percavirus",3
"kraken_9855 Retroviridae.g Lentivirus",3
"kraken_9889 Kyanoviridae.g Vellamovirus",3
"kraken_9891 Autographiviridae.g Votkovvirus",3
"kraken_9892 Autographiviridae.g Acadianvirus",3
"kraken_9893 Herelleviridae.g Birdsnestvirus",3
"kraken_9894 Chaseviridae.g Lilmcdreamyvirus",3
"kraken_9895 Rountreeviridae.g Asteriusvirus",3
"kraken_9897 Steigviridae.g Becedseptimavirus",3
"kraken_9909 Vilmaviridae.g Sonalivirus",3
"kraken_9912 Demerecviridae.g Dismasvirus",3
"kraken_9921 Rhabdoviridae.g Lyssavirus",3
"kraken_9922 Phenuiviridae.g Phlebovirus",3
"kraken_9939 Microcoleaceae.g Arthrospira",3
"kraken_9950 Herelleviridae.g Leonardvirus",3
"kraken_9952 Suoliviridae.g Aurodevirus",3
"kraken_9955 Crevaviridae.g Unicornvirus",3
"kraken_9961 Schitoviridae.g Pomeroyivirus",3
"kraken_9966 Ascoviridae.g Ascovirus",3
"kraken_9967 Polyomaviridae.g Gammapolyomavirus",3
"kraken_9990 Sulfolobaceae.g Sulfodiicoccus",3
"kraken_9991 Candidatus Methanomethylophilaceae.g Aciduliprofundum",3
"kraken_9994 Schitoviridae.g Jacevirus",3
"kraken_9996 Kyanoviridae.g Salacisavirus",3
"kraken_9997 Kyanoviridae.g Nilusvirus",3
"kraken_9999 Kyanoviridae.g Glaucusvirus",3
"kraken_10001 Steigviridae.g Bixzunavirus",3
"kraken_10002 Rountreeviridae.g Myrnavirus",3
"kraken_10004 Straboviridae.g Coopervirus",3
"kraken_10005 Autographiviridae.g Coopervirus",3
"kraken_10006 Hafunaviridae.g Laminvirus",3
